,ROI,Behavior,Corr,p-value,nsamples,adjusted-p
1055,Frontal_Inf_Orb_R,CBCL-conduct_prob_score,0.17280663283838726,0.3113688631136886,15,0.8764340957208628
727,Frontal_Mid_Orb_L,Vineland-copy_skills_RAW_SCORE,-0.1723124107319134,0.16098390160983903,15,0.7744929974356516
1399,Frontal_Mid_Orb_R,Vineland-written_RAW_SCORE,-0.17218547707878862,0.2323767623237676,15,0.835608746817626
1019,Cerebelum_10_R,CBCL-attention_prob_score,0.17147310054690895,0.32996700329967005,15,0.8764340957208628
1118,Cerebelum_7b_R,Vineland-receptive_RAW_SCORE,0.1713458477645975,0.9885011498850115,15,1.0
143,Frontal_Sup_Medial_R,CBCL-attention_hyper_prob_score,-0.17120900255253602,0.9773022697730227,15,1.0
104,Frontal_Sup_L,Vineland-written_RAW_SCORE,-0.17071380633452546,0.195980401959804,15,0.783921607839216
440,Occipital_Sup_L,"VSA DAS_SA,PC_ABILITY_SCORE",-0.17058823529411765,0.5901409859014098,15,0.9370491522276344
582,Parietal_Sup_L,"VSA DAS_SA,rd_ABILITY_SCORE",-0.1704266267791589,0.008399160083991601,12,0.41995800419958
1124,Frontal_Med_Orb_L,CBCL-attention_prob_score,-0.1699948841628839,0.49975002499750026,15,0.9027742387051617
562,Parietal_Sup_L,CBCL-anxious_score,0.16968521039356604,0.31116888311168883,15,0.8764340957208628
1392,Frontal_Mid_Orb_R,Vineland-copy_skills_RAW_SCORE,-0.16936689943735078,0.23277672232776722,15,0.835608746817626
268,Frontal_Sup_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.1689316563688154,0.27817218278172184,12,0.8712327872358179
946,Cerebelum_8_R,CBCL-anx_prob_score,-0.16872368941451035,0.9541045895410459,15,1.0
28,Frontal_Sup_Orb_R,Vineland-domestic_RAW_SCORE,-0.16814232447807737,0.1713828617138286,15,0.774501989053431
1311,Frontal_Mid_R,CBCL-som_prob_score,-0.1673654817511446,0.7777222277772223,15,0.986185043973161
542,Parietal_Inf_L,CBCL-stress_prob_score,-0.16680413104907452,0.9079092090790921,15,0.9940310316794407
285,Thalamus_R,CBCL-conduct_prob_score,0.16674324221247894,0.44095590440955906,15,0.8982752950862952
847,Temporal_Mid_R,CBCL-depressive_prob_score,0.1664015479379565,0.40015998400159986,15,0.8982752950862952
88,Frontal_Sup_L,CBCL-thought_prob_score,-0.1663213006012086,0.9865013498650135,15,1.0
900,Temporal_Inf_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",0.16569009794236264,0.2843715628437156,12,0.8749894241345096
242,Temporal_Pole_Mid_R,Vineland-play_leisure_RAW_SCORE,-0.16568337391590282,0.12038796120387961,15,0.7180871870971899
921,Frontal_Inf_Tri_L,CBCL-oppo_def_prob_score,-0.1654396214606146,0.9011098890110989,15,0.9932078276854168
484,Occipital_Sup_R,Vineland-expressive_RAW_SCORE,0.16531477863415114,0.7935206479352065,15,0.9874622293868175
23,Frontal_Sup_Orb_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",0.1644467451377849,0.8565143485651435,12,0.9906701637528555
943,Frontal_Inf_Tri_L,Vineland-receptive_RAW_SCORE,0.1639602508781924,0.9387061293870613,15,0.9967767438570776
333,Precuneus_R,CBCL-thought_prob_score,-0.16332452041019585,0.4323567643235676,15,0.8982752950862952
222,Temporal_Pole_Mid_R,CBCL-rule_break_behav_score,0.16307573957970076,0.3193680631936806,15,0.8764340957208628
334,Precuneus_R,CBCL-total_problems_score,0.16224259379463604,0.5951404859514049,15,0.9413231905155942
579,Parietal_Sup_L,CBCL-total_problems_score,0.16224259379463604,0.3281671832816718,15,0.8764340957208628
292,Thalamus_R,CBCL-rule_break_behav_score,0.16157963187713473,0.47095290470952905,15,0.8982752950862952
1227,Angular_L,CBCL-anxious_score,0.16042965346300792,0.3531646835316468,15,0.8764340957208628
702,Frontal_Mid_Orb_L,CBCL-anxious_score,0.16042965346300792,0.7063293670632936,15,0.9703139275113584
137,Frontal_Sup_Medial_L,Vineland-play_leisure_RAW_SCORE,-0.15976611056176343,0.2745725427457254,15,0.8700475243955426
1258,Angular_L,Vineland-receptive_RAW_SCORE,0.1595288927463494,0.7219278072192781,15,0.9793594283982454
519,Precentral_L,Vineland-expressive_RAW_SCORE,0.15941067939721715,0.7459254074592541,15,0.986185043973161
448,Occipital_Sup_L,Vineland-domestic_RAW_SCORE,-0.1592927284529154,0.30296970302969706,15,0.8764340957208628
611,Parietal_Sup_R,CBCL-som_prob_score,-0.15899720766358735,0.7639236076392361,15,0.986185043973161
139,Frontal_Sup_Medial_L,Vineland-written_RAW_SCORE,-0.15894044038042027,0.23637636236376364,15,0.8441903901212932
880,Temporal_Inf_R,CBCL-conduct_prob_score,0.15764815627361645,0.35056494350564943,15,0.8764340957208628
626,Parietal_Sup_R,Vineland-personal_RAW_SCORE,-0.15758485425910027,0.33356664333566644,15,0.8764340957208628
1086,Cerebelum_7b_R,CBCL-anx_prob_score,0.1566719973134739,0.3213678632136786,15,0.8764340957208628
1323,Frontal_Mid_R,Vineland-domestic_RAW_SCORE,-0.15634286311119475,0.2999700029997,15,0.8754957837549578
670,Frontal_Inf_Tri_R,CBCL-conduct_prob_score,0.15613230861713936,0.39876012398760124,15,0.8982752950862952
240,Temporal_Pole_Mid_R,Vineland-inter_pers_rel_RAW_SCORE,-0.15611209861181896,0.134986501349865,15,0.735464915046957
26,Frontal_Sup_Orb_R,Vineland-community_RAW_SCORE,-0.15611209861181896,0.1827817218278172,15,0.7745623132211273
735,Postcentral_R,CBCL-aggr_behav_score,0.15590926557337972,0.2525747425257474,15,0.857541364507617
195,Frontal_Sup_Orb_L,"VSA DAS_SA,PC_ABILITY_SCORE",0.15588235294117647,0.962903709629037,15,1.0
1105,Cerebelum_7b_R,"VSA DAS_SA,PC_ABILITY_SCORE",-0.15588235294117647,0.35796420357964204,15,0.8764340957208628
578,Parietal_Sup_L,CBCL-thought_prob_score,-0.15583256993266395,0.8149185081491851,15,0.9877800098778001
1073,Frontal_Inf_Orb_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",0.1554769226757239,0.8681131886811319,12,0.9906701637528555
211,Temporal_Pole_Mid_R,CBCL-anx_prob_score,0.15516553580084433,0.3561643835616438,15,0.8764340957208628
535,Parietal_Inf_L,CBCL-obsessive_comp_prob_score,-0.1550510182178017,0.9787021297870213,15,1.0
309,Thalamus_R,Vineland-expressive_RAW_SCORE,0.15498260496951666,0.6117388261173883,15,0.9437914605904941
729,Frontal_Mid_Orb_L,Vineland-expressive_RAW_SCORE,0.15498260496951666,0.9801019898010199,15,1.0
649,Frontal_Mid_L,CBCL-total_problems_score,0.1548679304403344,0.1551844815518448,15,0.7642744497480077
1357,Occipital_Inf_R,Vineland-copy_skills_RAW_SCORE,-0.15463934296453766,0.48195180481951805,15,0.9027742387051617
1230,Angular_L,CBCL-conduct_prob_score,0.15461646096066228,0.3377662233776622,15,0.8764340957208628
565,Parietal_Sup_L,CBCL-conduct_prob_score,0.15461646096066228,0.3177682231776822,15,0.8764340957208628
490,Precentral_L,CBCL-aggr_behav_score,0.15442441542506186,0.31856814318568144,15,0.8764340957208628
572,Parietal_Sup_L,CBCL-rule_break_behav_score,0.15409909336430438,0.3451654834516548,15,0.8764340957208628
898,Temporal_Inf_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",0.15398195226538042,0.29917008299170084,12,0.8754957837549578
172,Frontal_Sup_Medial_R,Vineland-play_leisure_RAW_SCORE,-0.15384884720762404,0.41915808419158085,15,0.8982752950862952
526,Parietal_Inf_L,CBCL-anx_prob_score,0.15365907428821476,0.22037796220377961,15,0.8162146748288134
1228,Angular_L,CBCL-attention_hyper_prob_score,-0.153187002283848,0.7563243675632437,15,0.986185043973161
1286,Angular_R,Vineland-community_RAW_SCORE,-0.15316658731725635,0.39336066393360664,15,0.8982752950862952
153,Frontal_Sup_Medial_R,CBCL-sluggish_cogn_tempo_score,0.1530113114487717,0.15358464153584642,15,0.7624769437949821
918,Frontal_Inf_Tri_L,CBCL-externalizing_score,0.15214329585994432,0.260973902609739,15,0.8691767402832163
189,Frontal_Sup_Orb_L,CBCL-social_prob_score,0.1520353467752932,0.5415458454154585,15,0.922340855938737
1165,Frontal_Inf_Oper_L,CBCL-obsessive_comp_prob_score,-0.15198070102536998,0.46095390460953906,15,0.8982752950862952
1354,Occipital_Inf_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",-0.151341308362147,0.5283471652834717,12,0.9179353334703522
1138,Frontal_Med_Orb_L,CBCL-thought_prob_score,-0.1513373996461448,0.5747425257474252,15,0.930343747234472
998,Cerebelum_Crus2_R,CBCL-thought_prob_score,-0.1513373996461448,0.9137086291370863,15,0.9940310316794407
809,Cerebelum_4_5_R,CBCL-attention_prob_score,-0.1507780711705579,0.962903709629037,15,1.0
1254,Angular_L,Vineland-expressive_RAW_SCORE,0.1505545305418162,0.8667133286671332,15,0.9906701637528555
411,Occipital_Mid_R,Vineland-community_RAW_SCORE,-0.15022107602269372,0.5353464653534646,15,0.9187330960906358
556,Parietal_Inf_L,Vineland-personal_RAW_SCORE,-0.15022107602269372,0.1907809219078092,15,0.7745623132211273
1280,Angular_R,"VSA DAS_SA,PC_ABILITY_SCORE",-0.15,0.5571442855714429,15,0.9254998670749038
930,Frontal_Inf_Tri_L,"VSA DAS_SA,PC_ABILITY_SCORE",-0.15,0.5291470852914708,15,0.9179353334703522
1070,Frontal_Inf_Orb_R,"VSA DAS_SA,PC_ABILITY_SCORE",0.15,0.8343165683431657,15,0.9898334490875238
580,Parietal_Sup_L,"VSA DAS_SA,PC_ABILITY_SCORE",-0.15,0.6235376462353764,15,0.9519658721150785
327,Precuneus_R,CBCL-rule_break_behav_score,0.1496107702566062,0.5957404259574043,15,0.9413231905155942
882,Temporal_Inf_R,CBCL-depressive_prob_score,0.14960873117357557,0.42715728427157285,15,0.8982752950862952
596,Parietal_Sup_R,CBCL-anx_prob_score,0.1491396897503261,0.34536546345365465,15,0.8764340957208628
42,Postcentral_L,CBCL-depressive_prob_score,0.1480821114677228,0.33456654334566543,15,0.8764340957208628
443,Occipital_Sup_L,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.14800207062400642,0.21077892210778923,12,0.8045432015938192
879,Temporal_Inf_R,CBCL-attention_prob_score,-0.14782163840250773,0.7423257674232576,15,0.986185043973161
463,Occipital_Sup_R,CBCL-externalizing_score,0.1477119377281013,0.7505249475052495,15,0.986185043973161
1163,Frontal_Inf_Oper_L,CBCL-externalizing_score,0.1477119377281013,0.6767323267673233,15,0.9649796441675629
360,Occipital_Mid_L,CBCL-obsessive_comp_prob_score,0.1473752252367224,0.6963303669633036,15,0.9679032096790321
255,Frontal_Sup_R,CBCL-obsessive_comp_prob_score,-0.1473752252367224,0.7545245475452454,15,0.986185043973161
1235,Angular_L,CBCL-obsessive_comp_prob_score,-0.1473752252367224,0.7723227677232277,15,0.986185043973161
755,Postcentral_R,"VSA DAS_SA,PC_ABILITY_SCORE",-0.14705882352941177,0.5773422657734226,15,0.930343747234472
304,Thalamus_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.14689009341031914,0.9339066093390661,12,0.9967767438570776
123,Frontal_Sup_Medial_L,CBCL-thought_prob_score,-0.14684222935962563,0.9001099890010998,15,0.9932078276854168
1170,Frontal_Inf_Oper_L,CBCL-som_comp_score,0.1466717595245138,0.6687331266873313,15,0.9631958614838106
637,Frontal_Mid_L,CBCL-depressive_prob_score,-0.14655549176186997,0.9523047695230477,15,1.0
492,Precentral_L,CBCL-anxious_score,0.14654631806717067,0.3297670232976702,15,0.8764340957208628
768,Postcentral_R,Vineland-receptive_RAW_SCORE,0.14623481835082028,0.7553244675532447,15,0.986185043973161
1188,Frontal_Inf_Oper_L,Vineland-receptive_RAW_SCORE,0.14623481835082028,0.8579142085791421,15,0.9906701637528555
886,Temporal_Inf_R,CBCL-oppo_def_prob_score,-0.14606380993820028,0.7257274272572742,15,0.980712739536857
1029,Cerebelum_10_R,CBCL-social_prob_score,0.14601414492280634,0.37276272372762725,15,0.8764340957208628
1106,Cerebelum_7b_R,"VSA DAS_SA,matrices_ABILITY_SCORE",-0.14562451928938797,0.40335966403359663,15,0.8982752950862952
826,Cerebelum_4_5_R,"VSA DAS_SA,matrices_ABILITY_SCORE",0.14562451928938797,0.9527047295270473,15,1.0
1295,Frontal_Mid_R,CBCL-aggr_behav_score,-0.14551531453515443,0.7113288671132887,15,0.9723905658214668
117,Frontal_Sup_Medial_L,CBCL-rule_break_behav_score,0.14512244714890804,0.26977302269773024,15,0.8700475243955426
1327,Frontal_Mid_R,Vineland-play_leisure_RAW_SCORE,-0.14497295217641495,0.32896710328967105,15,0.8764340957208628
1078,Frontal_Inf_Orb_R,Vineland-domestic_RAW_SCORE,-0.1445434017443121,0.1471852814718528,15,0.7554153675541536
378,Occipital_Mid_L,Vineland-domestic_RAW_SCORE,-0.1445434017443121,0.43515648435156484,15,0.8982752950862952
937,Frontal_Inf_Tri_L,Vineland-copy_skills_RAW_SCORE,-0.14433005343356847,0.22817718228177183,15,0.8254471710451694
465,Occipital_Sup_R,CBCL-obsessive_comp_prob_score,0.14430490804429066,0.791920807919208,15,0.9874622293868175
560,Parietal_Sup_L,CBCL-aggr_behav_score,0.14403046438683653,0.3621637836216378,15,0.8764340957208628
758,Postcentral_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.1435171593929759,0.3073692630736926,12,0.8764340957208628
74,Frontal_Sup_L,CBCL-attention_prob_score,-0.1433869892504325,0.9273072692730727,15,0.9963393530178832
1101,Cerebelum_7b_R,CBCL-som_prob_score,0.1422606594884729,0.3251674832516748,15,0.8764340957208628
681,Frontal_Inf_Tri_R,CBCL-som_prob_score,-0.1422606594884729,0.8681131886811319,15,0.9906701637528555
452,Occipital_Sup_L,Vineland-play_leisure_RAW_SCORE,-0.14201432049934526,0.3641635836416358,15,0.8764340957208628
842,Temporal_Mid_R,CBCL-anxious_score,0.1419185396018916,0.48075192480751927,15,0.9027742387051617
634,Frontal_Mid_L,CBCL-attention_prob_score,-0.14190877286640743,0.9323067693230677,15,0.9967767438570776
1209,Frontal_Inf_Oper_R,CBCL-total_problems_score,0.14159353640259145,0.270972902709729,15,0.8700475243955426
326,Precuneus_R,CBCL-oppo_def_prob_score,-0.14159246881764315,0.5513448655134486,15,0.9242086544033769
170,Frontal_Sup_Medial_R,Vineland-inter_pers_rel_RAW_SCORE,-0.14138454213900586,0.43575642435756423,15,0.8982752950862952
633,Frontal_Mid_L,CBCL-attention_hyper_prob_score,-0.141172335438056,0.8865113488651135,15,0.9906701637528555
1141,Frontal_Med_Orb_L,"VSA DAS_SA,matrices_ABILITY_SCORE",-0.14116662584175363,0.23017698230176983,15,0.8305355031507159
22,Frontal_Sup_Orb_R,"VSA DAS_SA,rd_ABILITY_SCORE",-0.14052721857228892,0.023797620237976203,12,0.4602279498077589
177,Frontal_Sup_Orb_L,CBCL-anxious_score,-0.1403759467801319,0.555944405559444,15,0.9254722565793361
1390,Frontal_Mid_Orb_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",0.14031413699623504,0.31116888311168883,12,0.8764340957208628
594,Parietal_Sup_L,Vineland-written_RAW_SCORE,-0.1398087207049993,0.15258474152584742,15,0.7602086766412327
477,Occipital_Sup_R,"VSA DAS_SA,rd_ABILITY_SCORE",-0.13903224816194543,0.0375962403759624,12,0.5370891482280343
723,Frontal_Mid_Orb_L,"VSA DAS_SA,seq_qr_ABILITY_SCORE",0.13903224816194543,0.9211078892110789,12,0.9949043646136544
253,Frontal_Sup_R,CBCL-externalizing_score,0.1388492214644152,0.4403559644035596,15,0.8982752950862952
218,Temporal_Pole_Mid_R,CBCL-externalizing_score,0.1388492214644152,0.3531646835316468,15,0.8764340957208628
1104,Cerebelum_7b_R,CBCL-total_problems_score,0.1386436710608708,0.3381661833816618,15,0.8764340957208628
644,Frontal_Mid_L,CBCL-social_prob_score,0.13848764260719776,0.19758024197580243,15,0.7858305078583051
370,Occipital_Mid_L,"VSA DAS_SA,PC_ABILITY_SCORE",-0.13823529411764704,0.7005299470052995,15,0.9679032096790321
21,Frontal_Sup_Orb_R,"VSA DAS_SA,matrices_ABILITY_SCORE",-0.13819469687666408,0.16678332166783322,15,0.774501989053431
687,Frontal_Inf_Tri_R,"VSA DAS_SA,rd_ABILITY_SCORE",-0.1375372777516019,0.0327967203279672,12,0.5093107710505544
1135,Frontal_Med_Orb_L,CBCL-som_comp_score,0.1375047745542317,0.49935006499350065,15,0.9027742387051617
789,CSF,CBCL-total_problems_score,0.13716873839001048,0.5803419658034197,15,0.9306744010593214
929,Frontal_Inf_Tri_L,CBCL-total_problems_score,0.13716873839001048,0.28177182281771823,15,0.873983398120365
536,Parietal_Inf_L,CBCL-oppo_def_prob_score,-0.13712112769708598,0.9805019498050195,15,1.0
1329,Frontal_Mid_R,Vineland-written_RAW_SCORE,-0.13686537921647302,0.3621637836216378,15,0.8764340957208628
605,Parietal_Sup_R,CBCL-obsessive_comp_prob_score,-0.1366291150632114,0.8523147685231477,15,0.9906701637528555
1389,Frontal_Mid_Orb_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.13650392518938748,0.3755624437556244,12,0.8777753276425279
1004,Cerebelum_Crus2_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.13650392518938748,0.21537846215378462,12,0.80622953747406
130,Frontal_Sup_Medial_L,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.13583602624103605,0.6743325667433256,12,0.9649796441675629
317,Precuneus_R,CBCL-anxious_score,0.13574816831485284,0.628937106289371,15,0.9525101543899666
83,Frontal_Sup_L,CBCL-sluggish_cogn_tempo_score,0.13565951324324088,0.18238176182381763,15,0.7745623132211273
997,Cerebelum_Crus2_R,CBCL-stress_prob_score,-0.13552835647737302,0.8777122287771223,15,0.9906701637528555
906,Temporal_Inf_R,Vineland-personal_RAW_SCORE,-0.13549351954988062,0.25837416258374163,15,0.8673773770948264
692,Frontal_Inf_Tri_R,Vineland-copy_skills_RAW_SCORE,-0.13549351954988062,0.6413358664133587,15,0.9570381212669038
241,Temporal_Pole_Mid_R,Vineland-personal_RAW_SCORE,-0.13549351954988062,0.15958404159584041,15,0.77404024303452
1263,Angular_R,CBCL-attention_hyper_prob_score,-0.13516500201516002,0.7075292470752925,15,0.9703139275113584
1284,Angular_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",-0.13502018687211154,0.36176382361763826,12,0.8764340957208628
845,Temporal_Mid_R,CBCL-conduct_prob_score,0.13491044142646022,0.5211478852114788,15,0.9150645484764882
960,Cerebelum_8_R,CBCL-som_comp_score,0.134449112897471,0.2755724427557244,15,0.8700475243955426
655,Frontal_Mid_L,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.13434332265596974,0.37436256374362564,12,0.8764340957208628
235,Temporal_Pole_Mid_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.13434332265596974,0.3297670232976702,12,0.8764340957208628
1111,Cerebelum_7b_R,Vineland-community_RAW_SCORE,-0.1340207639025993,0.1665833416658334,15,0.774501989053431
868,Temporal_Mid_R,Vineland-domestic_RAW_SCORE,-0.1327439403774295,0.47395260473952605,15,0.9015402807545333
46,Postcentral_L,CBCL-oppo_def_prob_score,0.13264978657652884,0.40015998400159986,15,0.8982752950862952
335,Precuneus_R,"VSA DAS_SA,PC_ABILITY_SCORE",0.1323529411764706,0.9299070092990701,15,0.9967767438570776
374,Occipital_Mid_L,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",-0.13205271023755963,0.551944805519448,12,0.9242086544033769
894,Temporal_Inf_R,CBCL-total_problems_score,0.13126900770656916,0.44655534446555345,15,0.8982752950862952
597,Parietal_Sup_R,CBCL-anxious_score,0.13112038984957375,0.38636136386361364,15,0.8911135245618766
780,CSF,CBCL-obsessive_comp_prob_score,-0.13048848067834795,0.6477352264773523,15,0.9570381212669038
802,CSF,Vineland-play_leisure_RAW_SCORE,-0.13017979379106648,0.45655434456554345,15,0.8982752950862952
951,Cerebelum_8_R,CBCL-depressed_score,0.13010518136869453,0.24477552244775522,15,0.8515529865106398
494,Precentral_L,CBCL-attention_prob_score,-0.1300830417942068,0.8877112288771123,15,0.9906701637528555
1022,Cerebelum_10_R,CBCL-depressive_prob_score,0.12976267499748903,0.4343565643435656,15,0.8982752950862952
591,Parietal_Sup_L,Vineland-personal_RAW_SCORE,-0.12960249696075538,0.17738226177382263,15,0.774501989053431
1087,Cerebelum_7b_R,CBCL-anxious_score,0.12957779702781405,0.37396260373962603,15,0.8764340957208628
1199,Frontal_Inf_Oper_R,CBCL-internalizing_score,0.1291819629036575,0.32896710328967105,15,0.8764340957208628
949,Cerebelum_8_R,CBCL-attention_prob_score,-0.12860482541018173,0.9965003499650035,15,1.0
1283,Angular_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.12856745528954094,0.37436256374362564,12,0.8764340957208628
1260,Angular_R,CBCL-aggr_behav_score,0.1276971127553396,0.4951504849515049,15,0.9027742387051617
1039,Cerebelum_10_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.12760149528573178,0.9807019298070193,12,1.0
1300,Frontal_Mid_R,CBCL-conduct_prob_score,0.1273312031440748,0.46815318468153183,15,0.8982752950862952
1257,Angular_L,Vineland-play_leisure_RAW_SCORE,-0.1272211621139968,0.40235976402359763,15,0.8982752950862952
312,Thalamus_R,Vineland-play_leisure_RAW_SCORE,-0.1272211621139968,0.5505449455054494,15,0.9242086544033769
1097,Cerebelum_7b_R,CBCL-rule_break_behav_score,0.12716915471811527,0.36496350364963503,15,0.8764340957208628
1264,Angular_R,CBCL-attention_prob_score,-0.12712660902615666,0.7463253674632536,15,0.986185043973161
638,Frontal_Mid_L,CBCL-externalizing_score,0.1270322664461671,0.18498150184981502,15,0.7745623132211273
1275,Angular_R,CBCL-som_comp_score,0.12680995875556922,0.4707529247075293,15,0.8982752950862952
1246,Angular_L,"VSA DAS_SA,matrices_ABILITY_SCORE",0.12630698101630589,0.8845115488451155,15,0.9906701637528555
950,Cerebelum_8_R,CBCL-conduct_prob_score,0.12581535548759773,0.22357764223577642,15,0.8172550891124987
162,Frontal_Sup_Medial_R,"VSA DAS_SA,rd_ABILITY_SCORE",-0.12557751446885393,0.10438956104389562,12,0.6906856484162904
366,Occipital_Mid_L,CBCL-som_prob_score,0.12552411131335844,0.8671132886711329,15,0.9906701637528555
926,Frontal_Inf_Tri_L,CBCL-som_prob_score,-0.12552411131335844,1.0,15,1.0
1171,Frontal_Inf_Oper_L,CBCL-som_prob_score,0.12552411131335844,0.7725227477252274,15,0.986185043973161
412,Occipital_Mid_R,Vineland-copy_skills_RAW_SCORE,-0.12518423001891144,0.547945205479452,15,0.9242086544033769
66,Postcentral_L,Vineland-personal_RAW_SCORE,-0.12518423001891144,0.42315768423157685,15,0.8982752950862952
491,Precentral_L,CBCL-anx_prob_score,0.12503630554825318,0.37036296370362964,15,0.8764340957208628
864,Temporal_Mid_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.12463401865117987,0.6105389461053895,12,0.9437914605904941
75,Frontal_Sup_L,CBCL-conduct_prob_score,0.12429950783112066,0.19038096190380963,15,0.7745623132211273
382,Occipital_Mid_L,Vineland-play_leisure_RAW_SCORE,-0.1242625304369271,0.48175182481751827,15,0.9027742387051617
1027,Cerebelum_10_R,CBCL-rule_break_behav_score,0.12417693931298314,0.4293570642935706,15,0.8982752950862952
645,Frontal_Mid_L,CBCL-som_comp_score,0.12375429709880853,0.21797820217978203,15,0.8094681248055566
816,Cerebelum_4_5_R,CBCL-oppo_def_prob_score,-0.12370710433541453,0.9167083291670833,15,0.9944951450800866
952,Cerebelum_8_R,CBCL-depressive_prob_score,-0.12365619617407778,0.9521047895210479,15,1.0
77,Frontal_Sup_L,CBCL-depressive_prob_score,-0.12365619617407778,0.8823117688231177,15,0.9906701637528555
577,Parietal_Sup_L,CBCL-stress_prob_score,-0.12361377568815342,0.9253074692530747,15,0.9957190291731781
227,Temporal_Pole_Mid_R,CBCL-stress_prob_score,-0.12361377568815342,0.8899110088991101,15,0.9906701637528555
472,Occipital_Sup_R,CBCL-stress_prob_score,0.12361377568815342,0.8005199480051994,15,0.9874622293868175
666,Frontal_Inf_Tri_R,CBCL-anx_prob_score,0.12352984403562366,0.43015698430156984,15,0.8982752950862952
966,Cerebelum_8_R,"VSA DAS_SA,matrices_ABILITY_SCORE",0.12333505205121632,0.8341165883411659,15,0.9898334490875238
1340,Occipital_Inf_R,CBCL-obsessive_comp_prob_score,-0.12281268769726865,0.8969103089691031,15,0.9932078276854168
1079,Frontal_Inf_Orb_R,Vineland-expressive_RAW_SCORE,0.12251005916637983,0.8229177082291771,15,0.9884187245371434
770,CSF,CBCL-aggr_behav_score,-0.12175771216206799,0.6391360863913609,15,0.9570381212669038
59,Postcentral_L,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",-0.12166654201662798,0.48055194480551944,12,0.9027742387051617
1222,Frontal_Inf_Oper_R,Vineland-play_leisure_RAW_SCORE,-0.12130389875985742,0.8899110088991101,15,0.9906701637528555
697,Frontal_Inf_Tri_R,Vineland-play_leisure_RAW_SCORE,-0.12130389875985742,0.7131286871312869,15,0.9726778052477129
618,Parietal_Sup_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",0.12109260323782342,0.6251374862513749,12,0.9524508004237496
548,Parietal_Inf_L,"VSA DAS_SA,seq_qr_ABILITY_SCORE",0.12109260323782342,0.44815518448155184,12,0.8982752950862952
941,Frontal_Inf_Tri_L,Vineland-personal_RAW_SCORE,-0.12076596307706751,0.27577242275772423,15,0.8700475243955426
476,Occipital_Sup_R,"VSA DAS_SA,matrices_ABILITY_SCORE",0.12036312308612677,0.6253374662533746,15,0.9524508004237496
537,Parietal_Inf_L,CBCL-rule_break_behav_score,0.11968861620528495,0.2521747825217478,15,0.857541364507617
904,Temporal_Inf_R,Vineland-expressive_RAW_SCORE,0.11955800954791286,0.9995000499950005,15,1.0
151,Frontal_Sup_Medial_R,CBCL-oppo_def_prob_score,-0.11923576321485738,0.8281171882811719,15,0.9896629384680579
470,Occipital_Sup_R,CBCL-som_comp_score,0.11917080461366747,0.8349165083491651,15,0.9898334490875238
616,Parietal_Sup_R,"VSA DAS_SA,matrices_ABILITY_SCORE",-0.118877158603582,0.5429457054294571,15,0.923059209230592
623,Parietal_Sup_R,Vineland-domestic_RAW_SCORE,-0.11799461366882621,0.38616138386161386,15,0.8911135245618766
821,Cerebelum_4_5_R,CBCL-som_prob_score,-0.11715583722580122,0.9391060893910609,15,0.9967767438570776
541,Parietal_Inf_L,CBCL-som_prob_score,-0.11715583722580122,0.9603039696030397,15,1.0
239,Temporal_Pole_Mid_R,Vineland-expressive_RAW_SCORE,-0.11660595992944589,0.19118088191180882,15,0.7745623132211273
620,Parietal_Sup_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.11643087963517376,0.06319368063193681,12,0.6230362879205037
976,Cerebelum_8_R,Vineland-personal_RAW_SCORE,0.11634769613522357,0.7921207879212079,15,0.9874622293868175
701,Frontal_Mid_Orb_L,CBCL-anx_prob_score,0.11599753647247586,0.8601139886011399,15,0.9906701637528555
1064,Frontal_Inf_Orb_R,CBCL-social_prob_score,0.11590813566037203,0.400959904009599,15,0.8982752950862952
595,Parietal_Sup_R,CBCL-aggr_behav_score,-0.11581831156879638,0.8985101489851015,15,0.9932078276854168
772,CSF,CBCL-anxious_score,0.11569446163197684,0.5857414258574143,15,0.9350428593504286
263,Frontal_Sup_R,CBCL-thought_prob_score,0.11537603735399156,0.42555744425557446,15,0.8982752950862952
